,value_normalized
6645,"[0.1111111111111111, 1.0]"
6646,"[0.1111111111111111, 1.0, 1.0]"
6647,"[0.1111111111111111, 1.0, 1.0, 1.0]"
6648,"[0.1111111111111111, 1.0, 1.0, 1.0, 1.0]"
6649,[0.5384615384615384]
6650,"[0.5384615384615384, 1.0]"
6651,"[0.5384615384615384, 1.0, 1.0]"
6652,"[0.5384615384615384, 1.0, 1.0, 0.6666666666666666]"
6653,"[0.5384615384615384, 1.0, 1.0, 0.6666666666666666, 1.0]"
6654,[0.6666666666666666]
6655,"[0.6666666666666666, 1.0]"
6656,"[0.6666666666666666, 1.0, 0.1111111111111111]"
6657,"[0.6666666666666666, 1.0, 0.1111111111111111, 1.0]"
6658,[1.0]
6659,"[1.0, 1.0]"
6660,"[1.0, 1.0, 0.3333333333333333]"
6661,"[1.0, 1.0, 0.3333333333333333, 0.7777777777777778]"
6662,[0.6666666666666666]
6663,"[0.6666666666666666, 0.1111111111111111]"
6664,"[0.6666666666666666, 0.1111111111111111, 1.0]"
6665,"[0.6666666666666666, 0.1111111111111111, 1.0, 1.0]"
6666,"[0.6666666666666666, 0.1111111111111111, 1.0, 1.0, 0.5555555555555556]"
6667,[1.0]
6668,"[1.0, 1.0]"
6669,"[1.0, 1.0, 1.0]"
6670,"[1.0, 1.0, 1.0, 0.3333333333333333]"
6671,"[1.0, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333]"
6672,[1.0]
6673,"[1.0, 0.5555555555555556]"
6674,"[1.0, 0.5555555555555556, 1.0]"
6675,"[1.0, 0.5555555555555556, 1.0, 1.0]"
6676,"[1.0, 0.5555555555555556, 1.0, 1.0, 0.238095238095238]"
6677,[0.1111111111111111]
6678,"[0.1111111111111111, 1.0]"
6679,"[0.1111111111111111, 1.0, 1.0]"
6680,"[0.1111111111111111, 1.0, 1.0, 0.1111111111111111]"
6681,[0.8]
6682,"[0.8, 1.0]"
6683,"[0.8, 1.0, 1.0]"
6684,"[0.8, 1.0, 1.0, 1.0]"
6685,"[0.8, 1.0, 1.0, 1.0, 0.5555555555555556]"
6686,[1.0]
6687,"[1.0, 1.0]"
6688,"[1.0, 1.0, 1.0]"
6689,"[1.0, 1.0, 1.0, 1.0]"
6690,[0.4285714285714285]
6691,"[0.4285714285714285, 0.6]"
6692,"[0.4285714285714285, 0.6, 1.0]"
6693,"[0.4285714285714285, 0.6, 1.0, 1.0]"
6694,[1.0]
6695,"[1.0, 1.0]"
6696,"[1.0, 1.0, 1.0]"
6697,"[1.0, 1.0, 1.0, 1.0]"
6698,"[1.0, 1.0, 1.0, 1.0, 0.5384615384615384]"
6699,[1.0]
6700,"[1.0, 0.2]"
6701,"[1.0, 0.2, 0.1111111111111111]"
6702,"[1.0, 0.2, 0.1111111111111111, 1.0]"
6703,"[1.0, 0.2, 0.1111111111111111, 1.0, 0.3333333333333333]"
6704,[0.8461538461538461]
6705,"[0.8461538461538461, 0.5555555555555556]"
6706,"[0.8461538461538461, 0.5555555555555556, 1.0]"
6707,"[0.8461538461538461, 0.5555555555555556, 1.0, 0.7777777777777778]"
6708,"[0.8461538461538461, 0.5555555555555556, 1.0, 0.7777777777777778, 1.0]"
6709,[1.0]
6710,"[1.0, 1.0]"
6711,"[1.0, 1.0, 0.1111111111111111]"
6712,"[1.0, 1.0, 0.1111111111111111, 1.0]"
6713,[1.0]
6714,"[1.0, 1.0]"
6715,"[1.0, 1.0, 0.6923076923076923]"
6716,"[1.0, 1.0, 0.6923076923076923, 0.238095238095238]"
6717,"[1.0, 1.0, 0.6923076923076923, 0.238095238095238, 1.0]"
6718,[1.0]
6719,"[1.0, 0.6]"
6720,"[1.0, 0.6, 1.0]"
6721,"[1.0, 0.6, 1.0, 0.5555555555555556]"
6722,"[1.0, 0.6, 1.0, 0.5555555555555556, 0.8461538461538461]"
6723,[0.3333333333333333]
6724,"[0.3333333333333333, 0.6923076923076923]"
6725,"[0.3333333333333333, 0.6923076923076923, 0.8095238095238095]"
6726,"[0.3333333333333333, 0.6923076923076923, 0.8095238095238095, 1.0]"
6727,"[0.3333333333333333, 0.6923076923076923, 0.8095238095238095, 1.0, 1.0]"
6728,[0.8]
6729,"[0.8, 0.3333333333333333]"
6730,"[0.8, 0.3333333333333333, 0.7777777777777778]"
6731,"[0.8, 0.3333333333333333, 0.7777777777777778, 0.8095238095238095]"
6732,"[0.8, 0.3333333333333333, 0.7777777777777778, 0.8095238095238095, 1.0]"
6733,[0.4285714285714285]
6734,"[0.4285714285714285, 1.0]"
6735,"[0.4285714285714285, 1.0, 0.3333333333333333]"
6736,"[0.4285714285714285, 1.0, 0.3333333333333333, 1.0]"
6737,"[0.4285714285714285, 1.0, 0.3333333333333333, 1.0, 0.8]"
6738,[0.6666666666666666]
6739,"[0.6666666666666666, 1.0]"
6740,"[0.6666666666666666, 1.0, 1.0]"
6741,"[0.6666666666666666, 1.0, 1.0, 0.7777777777777778]"
6742,[1.0]
6743,"[1.0, 1.0]"
6744,"[1.0, 1.0, 1.0]"
6745,[0.8461538461538461]
6746,"[0.8461538461538461, 1.0]"
6747,"[0.8461538461538461, 1.0, 0.5555555555555556]"
6748,"[0.8461538461538461, 1.0, 0.5555555555555556, 0.6666666666666666]"
6749,[1.0]
6750,"[1.0, 0.7777777777777778]"
6751,"[1.0, 0.7777777777777778, 1.0]"
6752,"[1.0, 0.7777777777777778, 1.0, 1.0]"
6753,"[1.0, 0.7777777777777778, 1.0, 1.0, 0.1111111111111111]"
6754,[0.2]
6755,"[0.2, 1.0]"
6756,"[0.2, 1.0, 0.5384615384615384]"
6757,"[0.2, 1.0, 0.5384615384615384, 0.6666666666666666]"
6758,"[0.2, 1.0, 0.5384615384615384, 0.6666666666666666, 0.1111111111111111]"
6759,[0.1111111111111111]
6760,"[0.1111111111111111, 1.0]"
6761,"[0.1111111111111111, 1.0, 0.7777777777777778]"
6762,"[0.1111111111111111, 1.0, 0.7777777777777778, 1.0]"
6763,"[0.1111111111111111, 1.0, 0.7777777777777778, 1.0, 0.8095238095238095]"
6764,[1.0]
6765,"[1.0, 0.7777777777777778]"
6766,"[1.0, 0.7777777777777778, 1.0]"
6767,"[1.0, 0.7777777777777778, 1.0, 1.0]"
6768,"[1.0, 0.7777777777777778, 1.0, 1.0, 0.5384615384615384]"
6769,[1.0]
6770,"[1.0, 1.0]"
6771,"[1.0, 1.0, 0.8]"
6772,"[1.0, 1.0, 0.8, 1.0]"
6773,"[1.0, 1.0, 0.8, 1.0, 1.0]"
6774,[1.0]
6775,"[1.0, 0.3846153846153846]"
6776,"[1.0, 0.3846153846153846, 1.0]"
6777,"[1.0, 0.3846153846153846, 1.0, 1.0]"
6778,[1.0]
6779,"[1.0, 1.0]"
6780,"[1.0, 1.0, 1.0]"
6781,"[1.0, 1.0, 1.0, 1.0]"
6782,[1.0]
6783,"[1.0, 0.6190476190476191]"
6784,"[1.0, 0.6190476190476191, 0.5555555555555556]"
6785,[1.0]
6786,"[1.0, 1.0]"
6787,"[1.0, 1.0, 1.0]"
6788,"[1.0, 1.0, 1.0, 1.0]"
6789,"[1.0, 1.0, 1.0, 1.0, 0.8]"
6790,[1.0]
6791,"[1.0, 1.0]"
6792,"[1.0, 1.0, 0.3333333333333333]"
6793,"[1.0, 1.0, 0.3333333333333333, 0.1111111111111111]"
6794,"[1.0, 1.0, 0.3333333333333333, 0.1111111111111111, 1.0]"
6795,[0.7777777777777778]
6796,"[0.7777777777777778, 0.5555555555555556]"
6797,"[0.7777777777777778, 0.5555555555555556, 1.0]"
6798,"[0.7777777777777778, 0.5555555555555556, 1.0, 1.0]"
6799,"[0.7777777777777778, 0.5555555555555556, 1.0, 1.0, 0.4285714285714285]"
6800,[0.3333333333333333]
6801,"[0.3333333333333333, 1.0]"
6802,"[0.3333333333333333, 1.0, 1.0]"
6803,"[0.3333333333333333, 1.0, 1.0, 1.0]"
6804,[0.3333333333333333]
6805,"[0.3333333333333333, 1.0]"
6806,"[0.3333333333333333, 1.0, 1.0]"
6807,"[0.3333333333333333, 1.0, 1.0, 1.0]"
6808,"[0.3333333333333333, 1.0, 1.0, 1.0, 1.0]"
6809,[0.7777777777777778]
6810,"[0.7777777777777778, 1.0]"
6811,"[0.7777777777777778, 1.0, 1.0]"
6812,"[0.7777777777777778, 1.0, 1.0, 0.5384615384615384]"
6813,[0.3846153846153846]
6814,"[0.3846153846153846, 0.6190476190476191]"
6815,"[0.3846153846153846, 0.6190476190476191, 1.0]"
6816,"[0.3846153846153846, 0.6190476190476191, 1.0, 0.6666666666666666]"
6817,"[0.3846153846153846, 0.6190476190476191, 1.0, 0.6666666666666666, 1.0]"
6818,[0.3333333333333333]
6819,"[0.3333333333333333, 0.7777777777777778]"
6820,"[0.3333333333333333, 0.7777777777777778, 1.0]"
6821,"[0.3333333333333333, 0.7777777777777778, 1.0, 1.0]"
6822,"[0.3333333333333333, 0.7777777777777778, 1.0, 1.0, 1.0]"
6823,[0.3333333333333333]
6824,"[0.3333333333333333, 1.0]"
6825,"[0.3333333333333333, 1.0, 1.0]"
6826,"[0.3333333333333333, 1.0, 1.0, 1.0]"
6827,"[0.3333333333333333, 1.0, 1.0, 1.0, 0.8461538461538461]"
6828,[1.0]
6829,"[1.0, 1.0]"
6830,"[1.0, 1.0, 1.0]"
6831,"[1.0, 1.0, 1.0, 1.0]"
6832,"[1.0, 1.0, 1.0, 1.0, 1.0]"
6833,[1.0]
6834,"[1.0, 1.0]"
6835,"[1.0, 1.0, 1.0]"
6836,"[1.0, 1.0, 1.0, 0.5555555555555556]"
6837,[1.0]
6838,"[1.0, 1.0]"
6839,"[1.0, 1.0, 1.0]"
6840,"[1.0, 1.0, 1.0, 1.0]"
6841,"[1.0, 1.0, 1.0, 1.0, 1.0]"
6842,[1.0]
6843,"[1.0, 0.3333333333333333]"
6844,"[1.0, 0.3333333333333333, 1.0]"
6845,"[1.0, 0.3333333333333333, 1.0, 1.0]"
6846,[0.6190476190476191]
6847,"[0.6190476190476191, 1.0]"
6848,"[0.6190476190476191, 1.0, 1.0]"
6849,"[0.6190476190476191, 1.0, 1.0, 1.0]"
6850,"[0.6190476190476191, 1.0, 1.0, 1.0, 0.3333333333333333]"
6851,[1.0]
6852,"[1.0, 1.0]"
6853,"[1.0, 1.0, 1.0]"
6854,"[1.0, 1.0, 1.0, 1.0]"
6855,"[1.0, 1.0, 1.0, 1.0, 1.0]"
6856,[0.3333333333333333]
6857,"[0.3333333333333333, 1.0]"
6858,"[0.3333333333333333, 1.0, 1.0]"
6859,"[0.3333333333333333, 1.0, 1.0, 1.0]"
6860,[0.1111111111111111]
6861,"[0.1111111111111111, 1.0]"
6862,"[0.1111111111111111, 1.0, 1.0]"
6863,"[0.1111111111111111, 1.0, 1.0, 1.0]"
6864,"[0.1111111111111111, 1.0, 1.0, 1.0, 1.0]"
6865,[1.0]
6866,"[1.0, 1.0]"
6867,"[1.0, 1.0, 0.1111111111111111]"
6868,"[1.0, 1.0, 0.1111111111111111, 1.0]"
6869,[1.0]
6870,"[1.0, 1.0]"
6871,"[1.0, 1.0, 1.0]"
6872,"[1.0, 1.0, 1.0, 1.0]"
6873,"[1.0, 1.0, 1.0, 1.0, 1.0]"
6874,[0.238095238095238]
6875,"[0.238095238095238, 1.0]"
6876,"[0.238095238095238, 1.0, 1.0]"
6877,"[0.238095238095238, 1.0, 1.0, 1.0]"
6878,"[0.238095238095238, 1.0, 1.0, 1.0, 1.0]"
6879,[1.0]
6880,"[1.0, 1.0]"
6881,"[1.0, 1.0, 1.0]"
6882,[0.2]
6883,"[0.2, 1.0]"
6884,"[0.2, 1.0, 0.7777777777777778]"
6885,"[0.2, 1.0, 0.7777777777777778, 0.6190476190476191]"
6886,[1.0]
6887,"[1.0, 1.0]"
6888,"[1.0, 1.0, 1.0]"
6889,"[1.0, 1.0, 1.0, 0.1111111111111111]"
6890,"[1.0, 1.0, 1.0, 0.1111111111111111, 0.3333333333333333]"
6891,[0.7777777777777778]
6892,"[0.7777777777777778, 0.8095238095238095]"
6893,"[0.7777777777777778, 0.8095238095238095, 0.2]"
6894,"[0.7777777777777778, 0.8095238095238095, 0.2, 1.0]"
6895,"[0.7777777777777778, 0.8095238095238095, 0.2, 1.0, 1.0]"
6896,[1.0]
6897,"[1.0, 1.0]"
6898,"[1.0, 1.0, 1.0]"
6899,"[1.0, 1.0, 1.0, 1.0]"
6900,"[1.0, 1.0, 1.0, 1.0, 1.0]"
6901,[0.2]
6902,"[0.2, 1.0]"
6903,"[0.2, 1.0, 1.0]"
6904,"[0.2, 1.0, 1.0, 1.0]"
6905,"[0.2, 1.0, 1.0, 1.0, 1.0]"
6906,[0.6190476190476191]
6907,"[0.6190476190476191, 1.0]"
6908,"[0.6190476190476191, 1.0, 1.0]"
6909,"[0.6190476190476191, 1.0, 1.0, 0.5555555555555556]"
6910,[0.238095238095238]
6911,"[0.238095238095238, 0.5555555555555556]"
6912,"[0.238095238095238, 0.5555555555555556, 1.0]"
6913,"[0.238095238095238, 0.5555555555555556, 1.0, 0.6666666666666666]"
6914,"[0.238095238095238, 0.5555555555555556, 1.0, 0.6666666666666666, 1.0]"
6915,[1.0]
6916,"[1.0, 0.4285714285714285]"
6917,"[1.0, 0.4285714285714285, 1.0]"
6918,"[1.0, 0.4285714285714285, 1.0, 0.6666666666666666]"
6919,"[1.0, 0.4285714285714285, 1.0, 0.6666666666666666, 1.0]"
6920,[0.1111111111111111]
6921,"[0.1111111111111111, 1.0]"
6922,"[0.1111111111111111, 1.0, 1.0]"
6923,"[0.1111111111111111, 1.0, 1.0, 1.0]"
6924,"[0.1111111111111111, 1.0, 1.0, 1.0, 1.0]"
6925,[1.0]
6926,"[1.0, 0.6666666666666666]"
6927,"[1.0, 0.6666666666666666, 1.0]"
6928,"[1.0, 0.6666666666666666, 1.0, 1.0]"
6929,"[1.0, 0.6666666666666666, 1.0, 1.0, 0.2]"
6930,[0.6666666666666666]
6931,"[0.6666666666666666, 1.0]"
6932,"[0.6666666666666666, 1.0, 1.0]"
6933,[1.0]
6934,"[1.0, 1.0]"
6935,"[1.0, 1.0, 1.0]"
6936,"[1.0, 1.0, 1.0, 0.3333333333333333]"
6937,"[1.0, 1.0, 1.0, 0.3333333333333333, 1.0]"
6938,[0.7777777777777778]
6939,"[0.7777777777777778, 0.7777777777777778]"
6940,"[0.7777777777777778, 0.7777777777777778, 1.0]"
6941,"[0.7777777777777778, 0.7777777777777778, 1.0, 1.0]"
6942,"[0.7777777777777778, 0.7777777777777778, 1.0, 1.0, 1.0]"
6943,[1.0]
6944,"[1.0, 1.0]"
6945,"[1.0, 1.0, 1.0]"
6946,"[1.0, 1.0, 1.0, 1.0]"
6947,[0.7777777777777778]
6948,"[0.7777777777777778, 0.5384615384615384]"
6949,"[0.7777777777777778, 0.5384615384615384, 0.6190476190476191]"
6950,"[0.7777777777777778, 0.5384615384615384, 0.6190476190476191, 1.0]"
6951,[1.0]
6952,"[1.0, 1.0]"
6953,"[1.0, 1.0, 0.3846153846153846]"
6954,"[1.0, 1.0, 0.3846153846153846, 1.0]"
6955,"[1.0, 1.0, 0.3846153846153846, 1.0, 1.0]"
6956,[1.0]
6957,"[1.0, 1.0]"
6958,"[1.0, 1.0, 1.0]"
6959,"[1.0, 1.0, 1.0, 1.0]"
6960,[1.0]
6961,"[1.0, 0.1111111111111111]"
6962,"[1.0, 0.1111111111111111, 1.0]"
6963,"[1.0, 0.1111111111111111, 1.0, 0.8095238095238095]"
6964,[1.0]
6965,"[1.0, 1.0]"
6966,"[1.0, 1.0, 1.0]"
6967,"[1.0, 1.0, 1.0, 1.0]"
6968,[1.0]
6969,"[1.0, 1.0]"
6970,"[1.0, 1.0, 1.0]"
6971,"[1.0, 1.0, 1.0, 0.8095238095238095]"
6972,"[1.0, 1.0, 1.0, 0.8095238095238095, 1.0]"
6973,[1.0]
6974,"[1.0, 1.0]"
6975,"[1.0, 1.0, 0.5555555555555556]"
6976,"[1.0, 1.0, 0.5555555555555556, 1.0]"
6977,[1.0]
6978,"[1.0, 0.3333333333333333]"
6979,"[1.0, 0.3333333333333333, 0.3846153846153846]"
6980,"[1.0, 0.3333333333333333, 0.3846153846153846, 1.0]"
6981,"[1.0, 0.3333333333333333, 0.3846153846153846, 1.0, 1.0]"
6982,[0.8095238095238095]
6983,"[0.8095238095238095, 1.0]"
6984,"[0.8095238095238095, 1.0, 1.0]"
6985,"[0.8095238095238095, 1.0, 1.0, 1.0]"
6986,"[0.8095238095238095, 1.0, 1.0, 1.0, 1.0]"
6987,[1.0]
6988,"[1.0, 0.6666666666666666]"
6989,"[1.0, 0.6666666666666666, 0.3333333333333333]"
6990,"[1.0, 0.6666666666666666, 0.3333333333333333, 0.6190476190476191]"
6991,"[1.0, 0.6666666666666666, 0.3333333333333333, 0.6190476190476191, 1.0]"
6992,[0.6666666666666666]
6993,"[0.6666666666666666, 0.5384615384615384]"
6994,"[0.6666666666666666, 0.5384615384615384, 1.0]"
6995,"[0.6666666666666666, 0.5384615384615384, 1.0, 1.0]"
6996,"[0.6666666666666666, 0.5384615384615384, 1.0, 1.0, 1.0]"
6997,[0.7777777777777778]
6998,"[0.7777777777777778, 0.3333333333333333]"
6999,"[0.7777777777777778, 0.3333333333333333, 1.0]"
7000,"[0.7777777777777778, 0.3333333333333333, 1.0, 1.0]"
7001,[0.4285714285714285]
7002,"[0.4285714285714285, 1.0]"
7003,"[0.4285714285714285, 1.0, 0.6666666666666666]"
7004,"[0.4285714285714285, 1.0, 0.6666666666666666, 0.7777777777777778]"
7005,[1.0]
7006,"[1.0, 1.0]"
7007,"[1.0, 1.0, 1.0]"
7008,"[1.0, 1.0, 1.0, 1.0]"
7009,[1.0]
7010,"[1.0, 0.6666666666666666]"
7011,"[1.0, 0.6666666666666666, 1.0]"
7012,"[1.0, 0.6666666666666666, 1.0, 1.0]"
7013,"[1.0, 0.6666666666666666, 1.0, 1.0, 1.0]"
7014,[0.6190476190476191]
7015,"[0.6190476190476191, 0.2]"
7016,"[0.6190476190476191, 0.2, 1.0]"
7017,"[0.6190476190476191, 0.2, 1.0, 1.0]"
7018,[1.0]
7019,"[1.0, 1.0]"
7020,"[1.0, 1.0, 0.5384615384615384]"
7021,"[1.0, 1.0, 0.5384615384615384, 0.6666666666666666]"
7022,"[1.0, 1.0, 0.5384615384615384, 0.6666666666666666, 1.0]"
7023,[1.0]
7024,"[1.0, 0.7777777777777778]"
7025,"[1.0, 0.7777777777777778, 1.0]"
7026,"[1.0, 0.7777777777777778, 1.0, 1.0]"
7027,[1.0]
7028,"[1.0, 0.8461538461538461]"
7029,"[1.0, 0.8461538461538461, 0.238095238095238]"
7030,"[1.0, 0.8461538461538461, 0.238095238095238, 1.0]"
7031,[0.5555555555555556]
7032,"[0.5555555555555556, 1.0]"
7033,[1.0]
7034,"[1.0, 0.3333333333333333]"
7035,"[1.0, 0.3333333333333333, 1.0]"
7036,"[1.0, 0.3333333333333333, 1.0, 1.0]"
7037,[0.2]
7038,"[0.2, 0.3333333333333333]"
7039,"[0.2, 0.3333333333333333, 1.0]"
7040,"[0.2, 0.3333333333333333, 1.0, 1.0]"
7041,[1.0]
7042,"[1.0, 0.6666666666666666]"
7043,"[1.0, 0.6666666666666666, 1.0]"
7044,"[1.0, 0.6666666666666666, 1.0, 1.0]"
7045,[0.6666666666666666]
7046,"[0.6666666666666666, 1.0]"
7047,"[0.6666666666666666, 1.0, 1.0]"
7048,"[0.6666666666666666, 1.0, 1.0, 0.5555555555555556]"
7049,[0.3333333333333333]
7050,"[0.3333333333333333, 1.0]"
7051,"[0.3333333333333333, 1.0, 1.0]"
7052,"[0.3333333333333333, 1.0, 1.0, 1.0]"
7053,"[0.3333333333333333, 1.0, 1.0, 1.0, 0.1111111111111111]"
7054,[0.5555555555555556]
7055,"[0.5555555555555556, 1.0]"
7056,"[0.5555555555555556, 1.0, 1.0]"
7057,"[0.5555555555555556, 1.0, 1.0, 0.6190476190476191]"
7058,"[0.5555555555555556, 1.0, 1.0, 0.6190476190476191, 1.0]"
7059,[1.0]
7060,"[1.0, 0.4285714285714285]"
7061,"[1.0, 0.4285714285714285, 1.0]"
7062,"[1.0, 0.4285714285714285, 1.0, 0.6666666666666666]"
7063,[0.3846153846153846]
7064,"[0.3846153846153846, 1.0]"
7065,"[0.3846153846153846, 1.0, 0.5555555555555556]"
7066,"[0.3846153846153846, 1.0, 0.5555555555555556, 1.0]"
7067,[1.0]
7068,"[1.0, 1.0]"
7069,"[1.0, 1.0, 1.0]"
7070,"[1.0, 1.0, 1.0, 1.0]"
7071,"[1.0, 1.0, 1.0, 1.0, 1.0]"
7072,[0.5384615384615384]
7073,"[0.5384615384615384, 1.0]"
7074,"[0.5384615384615384, 1.0, 1.0]"
7075,"[0.5384615384615384, 1.0, 1.0, 0.8]"
7076,[0.8461538461538461]
7077,"[0.8461538461538461, 1.0]"
7078,"[0.8461538461538461, 1.0, 0.2]"
7079,"[0.8461538461538461, 1.0, 0.2, 1.0]"
7080,"[0.8461538461538461, 1.0, 0.2, 1.0, 1.0]"
7081,[1.0]
7082,"[1.0, 0.3333333333333333]"
7083,"[1.0, 0.3333333333333333, 1.0]"
7084,"[1.0, 0.3333333333333333, 1.0, 0.4285714285714285]"
7085,[1.0]
7086,"[1.0, 1.0]"
7087,"[1.0, 1.0, 1.0]"
7088,"[1.0, 1.0, 1.0, 1.0]"
7089,"[1.0, 1.0, 1.0, 1.0, 0.5555555555555556]"
7090,[0.5555555555555556]
7091,"[0.5555555555555556, 1.0]"
7092,"[0.5555555555555556, 1.0, 0.8]"
7093,"[0.5555555555555556, 1.0, 0.8, 1.0]"
7094,"[0.5555555555555556, 1.0, 0.8, 1.0, 1.0]"
7095,[0.6923076923076923]
7096,"[0.6923076923076923, 0.6666666666666666]"
7097,"[0.6923076923076923, 0.6666666666666666, 1.0]"
7098,"[0.6923076923076923, 0.6666666666666666, 1.0, 1.0]"
7099,"[0.6923076923076923, 0.6666666666666666, 1.0, 1.0, 1.0]"
7100,[1.0]
7101,"[1.0, 1.0]"
7102,"[1.0, 1.0, 1.0]"
7103,"[1.0, 1.0, 1.0, 0.3333333333333333]"
7104,"[1.0, 1.0, 1.0, 0.3333333333333333, 1.0]"
7105,[1.0]
7106,"[1.0, 1.0]"
7107,"[1.0, 1.0, 0.5555555555555556]"
7108,"[1.0, 1.0, 0.5555555555555556, 1.0]"
7109,"[1.0, 1.0, 0.5555555555555556, 1.0, 0.4285714285714285]"
7110,[0.5384615384615384]
7111,"[0.5384615384615384, 1.0]"
7112,"[0.5384615384615384, 1.0, 1.0]"
7113,"[0.5384615384615384, 1.0, 1.0, 1.0]"
7114,"[0.5384615384615384, 1.0, 1.0, 1.0, 0.7777777777777778]"
7115,[1.0]
7116,"[1.0, 0.5555555555555556]"
7117,"[1.0, 0.5555555555555556, 0.6923076923076923]"
7118,"[1.0, 0.5555555555555556, 0.6923076923076923, 1.0]"
7119,"[1.0, 0.5555555555555556, 0.6923076923076923, 1.0, 1.0]"
7120,[1.0]
7121,"[1.0, 1.0]"
7122,"[1.0, 1.0, 1.0]"
7123,"[1.0, 1.0, 1.0, 1.0]"
7124,[1.0]
7125,"[1.0, 0.1111111111111111]"
7126,"[1.0, 0.1111111111111111, 0.8095238095238095]"
7127,"[1.0, 0.1111111111111111, 0.8095238095238095, 1.0]"
7128,[1.0]
7129,"[1.0, 1.0]"
7130,"[1.0, 1.0, 0.3333333333333333]"
7131,"[1.0, 1.0, 0.3333333333333333, 0.5384615384615384]"
7132,[1.0]
7133,"[1.0, 1.0]"
7134,"[1.0, 1.0, 0.3846153846153846]"
7135,"[1.0, 1.0, 0.3846153846153846, 1.0]"
7136,[1.0]
7137,"[1.0, 0.1111111111111111]"
7138,"[1.0, 0.1111111111111111, 1.0]"
7139,"[1.0, 0.1111111111111111, 1.0, 0.4285714285714285]"
7140,"[1.0, 0.1111111111111111, 1.0, 0.4285714285714285, 1.0]"
7141,[1.0]
7142,"[1.0, 1.0]"
7143,"[1.0, 1.0, 0.7777777777777778]"
7144,"[1.0, 1.0, 0.7777777777777778, 1.0]"
7145,"[1.0, 1.0, 0.7777777777777778, 1.0, 0.8095238095238095]"
7146,[1.0]
7147,"[1.0, 1.0]"
7148,"[1.0, 1.0, 0.8095238095238095]"
7149,"[1.0, 1.0, 0.8095238095238095, 0.7777777777777778]"
7150,"[1.0, 1.0, 0.8095238095238095, 0.7777777777777778, 0.5555555555555556]"
7151,[0.5555555555555556]
7152,"[0.5555555555555556, 1.0]"
7153,"[0.5555555555555556, 1.0, 1.0]"
7154,[0.8]
7155,"[0.8, 1.0]"
7156,"[0.8, 1.0, 0.3333333333333333]"
7157,"[0.8, 1.0, 0.3333333333333333, 0.6666666666666666]"
7158,"[0.8, 1.0, 0.3333333333333333, 0.6666666666666666, 1.0]"
7159,[1.0]
7160,"[1.0, 0.6]"
7161,"[1.0, 0.6, 1.0]"
7162,"[1.0, 0.6, 1.0, 0.5555555555555556]"
7163,"[1.0, 0.6, 1.0, 0.5555555555555556, 0.3846153846153846]"
7164,[1.0]
7165,"[1.0, 0.6923076923076923]"
7166,"[1.0, 0.6923076923076923, 1.0]"
7167,"[1.0, 0.6923076923076923, 1.0, 1.0]"
7168,[0.1111111111111111]
7169,"[0.1111111111111111, 1.0]"
7170,"[0.1111111111111111, 1.0, 1.0]"
7171,"[0.1111111111111111, 1.0, 1.0, 0.4285714285714285]"
7172,"[0.1111111111111111, 1.0, 1.0, 0.4285714285714285, 1.0]"
7173,[0.3333333333333333]
7174,"[0.3333333333333333, 1.0]"
7175,"[0.3333333333333333, 1.0, 1.0]"
7176,"[0.3333333333333333, 1.0, 1.0, 0.3846153846153846]"
7177,[1.0]
7178,"[1.0, 1.0]"
7179,"[1.0, 1.0, 1.0]"
7180,"[1.0, 1.0, 1.0, 1.0]"
7181,[1.0]
7182,"[1.0, 1.0]"
7183,"[1.0, 1.0, 0.3333333333333333]"
7184,"[1.0, 1.0, 0.3333333333333333, 0.5384615384615384]"
7185,"[1.0, 1.0, 0.3333333333333333, 0.5384615384615384, 1.0]"
7186,[1.0]
7187,"[1.0, 0.2]"
7188,"[1.0, 0.2, 1.0]"
7189,"[1.0, 0.2, 1.0, 1.0]"
7190,[0.3333333333333333]
7191,"[0.3333333333333333, 1.0]"
7192,"[0.3333333333333333, 1.0, 0.7777777777777778]"
7193,"[0.3333333333333333, 1.0, 0.7777777777777778, 0.6923076923076923]"
7194,"[0.3333333333333333, 1.0, 0.7777777777777778, 0.6923076923076923, 1.0]"
7195,[1.0]
7196,"[1.0, 1.0]"
7197,"[1.0, 1.0, 0.1111111111111111]"
7198,"[1.0, 1.0, 0.1111111111111111, 1.0]"
7199,[0.6666666666666666]
7200,"[0.6666666666666666, 1.0]"
7201,"[0.6666666666666666, 1.0, 1.0]"
7202,"[0.6666666666666666, 1.0, 1.0, 0.3333333333333333]"
7203,[1.0]
7204,"[1.0, 1.0]"
7205,"[1.0, 1.0, 0.6666666666666666]"
7206,"[1.0, 1.0, 0.6666666666666666, 1.0]"
7207,[0.8095238095238095]
7208,"[0.8095238095238095, 0.1111111111111111]"
7209,"[0.8095238095238095, 0.1111111111111111, 0.3333333333333333]"
7210,"[0.8095238095238095, 0.1111111111111111, 0.3333333333333333, 1.0]"
7211,"[0.8095238095238095, 0.1111111111111111, 0.3333333333333333, 1.0, 0.8]"
7212,[1.0]
7213,"[1.0, 1.0]"
7214,"[1.0, 1.0, 1.0]"
7215,"[1.0, 1.0, 1.0, 0.6]"
7216,"[1.0, 1.0, 1.0, 0.6, 1.0]"
7217,[1.0]
7218,"[1.0, 0.1111111111111111]"
7219,"[1.0, 0.1111111111111111, 1.0]"
7220,"[1.0, 0.1111111111111111, 1.0, 1.0]"
